Date,Open
2023-05-30,335.230011
2023-05-31,332.290009
2023-06-01,325.929993
2023-06-02,334.250000
2023-06-05,335.220001
2023-06-06,335.329987
2023-06-07,331.649994
2023-06-08,323.940002
2023-06-09,324.989990
2023-06-12,328.579987
2023-06-13,334.470001
2023-06-14,334.339996
2023-06-15,337.480011
2023-06-16,351.320007
2023-06-20,339.309998
2023-06-21,336.369995
2023-06-22,334.119995
2023-06-23,334.359985
2023-06-26,333.720001
2023-06-27,331.859985
2023-06-28,334.660004
2023-06-29,334.709991
2023-06-30,337.750000
2023-07-03,339.190002
2023-07-05,335.089996
2023-07-06,337.299988
2023-07-07,339.320007
2023-07-10,334.600006
2023-07-11,331.059998
2023-07-12,336.600006
2023-07-13,339.559998
2023-07-14,347.589996
2023-07-17,345.679993
2023-07-18,345.829987
2023-07-19,361.750000
2023-07-20,353.570007
2023-07-21,349.149994
2023-07-24,345.850006
2023-07-25,347.109985
2023-07-26,341.440002
2023-07-27,340.480011
2023-07-28,333.670013
2023-07-31,336.920013
2023-08-01,335.190002
2023-08-02,333.630005
2023-08-03,326.000000
2023-08-04,331.880005
2023-08-07,328.369995
2023-08-08,326.959991
2023-08-09,326.470001
2023-08-10,326.019989
2023-08-11,320.260010
2023-08-14,321.390015
2023-08-15,323.000000
2023-08-16,320.799988
2023-08-17,320.540009
2023-08-18,314.489990
2023-08-21,317.929993
2023-08-22,325.500000
2023-08-23,323.820007
2023-08-24,332.850006
2023-08-25,321.470001
2023-08-28,325.660004
2023-08-29,321.880005
2023-08-30,328.670013
2023-08-31,329.200012
2023-09-01,331.309998
2023-09-05,329.000000
2023-09-06,333.380005
2023-09-07,331.290009
2023-09-08,330.089996
2023-09-11,337.239990
2023-09-12,335.820007
2023-09-13,331.309998
2023-09-14,339.149994
2023-09-15,336.920013
2023-09-18,327.799988
2023-09-19,326.170013
2023-09-20,329.510010
2023-09-21,319.260010
2023-09-22,321.320007
2023-09-25,316.589996
2023-09-26,315.130005
2023-09-27,312.299988
2023-09-28,310.989990
2023-09-29,317.750000
2023-10-02,316.279999
2023-10-03,320.829987
2023-10-04,314.029999
2023-10-05,319.089996
2023-10-06,316.549988
2023-10-09,324.750000
2023-10-10,330.959991
2023-10-11,331.209991
2023-10-12,330.570007
2023-10-13,332.380005
2023-10-16,331.049988
2023-10-17,329.589996
2023-10-18,332.489990
2023-10-19,332.149994
2023-10-20,331.720001
2023-10-23,325.470001
2023-10-24,331.299988
2023-10-25,345.019989
2023-10-26,340.540009
2023-10-27,330.429993
2023-10-30,333.410004
2023-10-31,338.850006
2023-11-01,339.790009
2023-11-02,347.239990
2023-11-03,349.630005
2023-11-06,353.450012
2023-11-07,359.399994
2023-11-08,361.679993
2023-11-09,362.299988
2023-11-10,361.489990
2023-11-13,368.220001
2023-11-14,371.010010
2023-11-15,371.279999
2023-11-16,370.959991
2023-11-17,373.609985
2023-11-20,371.220001
2023-11-21,375.670013
2023-11-22,378.000000
2023-11-24,377.329987
2023-11-27,376.779999
2023-11-28,378.350006
2023-11-29,383.760010
2023-11-30,378.489990
2023-12-01,376.760010
2023-12-04,369.100006
2023-12-05,366.450012
2023-12-06,373.540009
2023-12-07,368.230011
2023-12-08,369.200012
2023-12-11,368.480011
2023-12-12,370.850006
2023-12-13,376.019989
2023-12-14,373.309998
2023-12-15,366.850006
2023-12-18,369.450012
2023-12-19,371.489990
2023-12-20,375.000000
2023-12-21,372.559998
2023-12-22,373.679993
2023-12-26,375.000000
2023-12-27,373.690002
2023-12-28,375.369995
2023-12-29,376.000000
2024-01-02,373.859985
2024-01-03,369.010010
2024-01-04,370.670013
2024-01-05,368.970001
2024-01-08,369.299988
2024-01-09,372.010010
2024-01-10,376.369995
2024-01-11,386.000000
2024-01-12,385.489990
2024-01-16,393.660004
2024-01-17,387.980011
2024-01-18,391.720001
2024-01-19,395.760010
2024-01-22,400.019989
2024-01-23,395.750000
2024-01-24,401.540009
2024-01-25,404.320007
2024-01-26,404.369995
2024-01-29,406.059998
2024-01-30,412.260010
2024-01-31,406.959991
2024-02-01,401.829987
2024-02-02,403.809998
2024-02-05,409.899994
2024-02-06,405.880005
2024-02-07,407.440002
2024-02-08,414.049988
2024-02-09,415.250000
2024-02-12,420.559998
2024-02-13,404.940002
2024-02-14,408.070007
2024-02-15,408.140015
2024-02-16,407.959991
2024-02-20,403.239990
2024-02-21,400.170013
2024-02-22,410.190002
2024-02-23,415.670013
2024-02-26,411.459991
2024-02-27,407.989990
2024-02-28,408.179993
2024-02-29,408.640015
2024-03-01,411.269989
2024-03-04,413.440002
2024-03-05,413.959991
2024-03-06,402.970001
2024-03-07,406.119995
2024-03-08,407.959991
2024-03-11,403.760010
2024-03-12,407.619995
2024-03-13,418.100006
2024-03-14,420.239990
2024-03-15,419.290009
2024-03-18,414.250000
2024-03-19,417.829987
2024-03-20,422.000000
2024-03-21,429.829987
2024-03-22,429.700012
2024-03-25,425.239990
2024-03-26,425.609985
2024-03-27,424.440002
2024-03-28,420.959991
2024-04-01,423.950012
2024-04-02,420.109985
2024-04-03,419.730011
2024-04-04,424.989990
2024-04-05,420.010010
2024-04-08,425.170013
2024-04-09,426.440002
2024-04-10,422.190002
2024-04-11,425.820007
2024-04-12,424.049988
2024-04-15,426.600006
2024-04-16,414.570007
2024-04-17,417.250000
2024-04-18,410.630005
2024-04-19,404.029999
2024-04-22,400.079987
2024-04-23,404.239990
2024-04-24,409.559998
2024-04-25,394.029999
2024-04-26,412.170013
2024-04-29,405.250000
2024-04-30,401.489990
2024-05-01,392.609985
2024-05-02,397.660004
2024-05-03,402.279999
2024-05-06,408.760010
2024-05-07,414.660004
2024-05-08,408.170013
2024-05-09,410.570007
2024-05-10,412.940002
2024-05-13,418.010010
2024-05-14,412.019989
2024-05-15,417.899994
2024-05-16,421.799988
2024-05-17,422.540009
2024-05-20,420.209991
2024-05-21,426.829987
2024-05-22,430.089996
2024-05-23,432.970001
2024-05-24,427.190002
