Date,Open
2023-05-30,98.889999
2023-05-31,98.029999
2023-06-01,97.589996
2023-06-02,98.309998
2023-06-05,100.040001
2023-06-06,99.739998
2023-06-07,98.550003
2023-06-08,97.650002
2023-06-09,98.800003
2023-06-12,97.959999
2023-06-13,98.510002
2023-06-14,99.559998
2023-06-15,101.339996
2023-06-16,102.010002
2023-06-20,101.860001
2023-06-21,100.599998
2023-06-22,101.419998
2023-06-23,99.650002
2023-06-26,98.339996
2023-06-27,98.389999
2023-06-28,98.639999
2023-06-29,98.610001
2023-06-30,99.400002
2023-07-03,98.730003
2023-07-05,99.150002
2023-07-06,97.860001
2023-07-07,95.989998
2023-07-10,96.300003
2023-07-11,99.440002
2023-07-12,101.419998
2023-07-13,101.510002
2023-07-14,101.769997
2023-07-17,100.830002
2023-07-18,100.739998
2023-07-19,100.620003
2023-07-20,101.779999
2023-07-21,101.800003
2023-07-24,102.879997
2023-07-25,102.430000
2023-07-26,102.209999
2023-07-27,102.029999
2023-07-28,101.500000
2023-07-31,101.309998
2023-08-01,101.470001
2023-08-02,100.500000
2023-08-03,101.970001
2023-08-04,102.959999
2023-08-07,101.419998
2023-08-08,101.220001
2023-08-09,101.000000
2023-08-10,100.540001
2023-08-11,101.400002
2023-08-14,100.480003
2023-08-15,100.129997
2023-08-16,99.610001
2023-08-17,99.000000
2023-08-18,96.010002
2023-08-21,97.320000
2023-08-22,96.489998
2023-08-23,96.419998
2023-08-24,94.750000
2023-08-25,95.540001
2023-08-28,95.940002
2023-08-29,97.360001
2023-08-30,99.019997
2023-08-31,99.000000
2023-09-01,98.400002
2023-09-05,97.519997
2023-09-06,96.419998
2023-09-07,95.489998
2023-09-08,95.250000
2023-09-11,95.650002
2023-09-12,95.500000
2023-09-13,96.199997
2023-09-14,96.769997
2023-09-15,97.250000
2023-09-18,96.300003
2023-09-19,95.209999
2023-09-20,95.449997
2023-09-21,95.160004
2023-09-22,93.430000
2023-09-25,92.889999
2023-09-26,92.000000
2023-09-27,92.459999
2023-09-28,91.169998
2023-09-29,92.610001
2023-10-02,91.050003
2023-10-03,90.500000
2023-10-04,89.889999
2023-10-05,91.139999
2023-10-06,92.000000
2023-10-09,92.449997
2023-10-10,92.959999
2023-10-11,93.290001
2023-10-12,91.839996
2023-10-13,91.279999
2023-10-16,92.169998
2023-10-17,92.750000
2023-10-18,93.940002
2023-10-19,94.370003
2023-10-20,94.620003
2023-10-23,93.930000
2023-10-24,94.279999
2023-10-25,94.320000
2023-10-26,93.809998
2023-10-27,92.639999
2023-10-30,93.120003
2023-10-31,93.169998
2023-11-01,91.830002
2023-11-02,100.989998
2023-11-03,100.620003
2023-11-06,102.870003
2023-11-07,104.230003
2023-11-08,103.739998
2023-11-09,104.300003
2023-11-10,102.599998
2023-11-13,103.919998
2023-11-14,104.480003
2023-11-15,105.660004
2023-11-16,106.279999
2023-11-17,107.180000
2023-11-20,105.209999
2023-11-21,104.449997
2023-11-22,104.160004
2023-11-24,103.440002
2023-11-27,102.290001
2023-11-28,101.959999
2023-11-29,101.510002
2023-11-30,100.059998
2023-12-01,98.500000
2023-12-04,98.389999
2023-12-05,97.379997
2023-12-06,95.949997
2023-12-07,97.250000
2023-12-08,96.080002
2023-12-11,97.220001
2023-12-12,98.440002
2023-12-13,98.500000
2023-12-14,98.720001
2023-12-15,97.839996
2023-12-18,97.239998
2023-12-19,96.940002
2023-12-20,96.360001
2023-12-21,95.080002
2023-12-22,94.889999
2023-12-26,95.339996
2023-12-27,95.690002
2023-12-28,95.500000
2023-12-29,95.879997
2024-01-02,95.449997
2024-01-03,93.959999
2024-01-04,93.099998
2024-01-05,93.330002
2024-01-08,93.019997
2024-01-09,93.610001
2024-01-10,93.010002
2024-01-11,93.330002
2024-01-12,93.230003
2024-01-16,92.660004
2024-01-17,91.660004
2024-01-18,91.959999
2024-01-19,93.180000
2024-01-22,93.800003
2024-01-23,93.029999
