Date,Open
2023-05-30,283.929993
2023-05-31,284.880005
2023-06-01,284.920013
2023-06-02,286.700012
2023-06-05,290.000000
2023-06-06,289.859985
2023-06-07,284.450012
2023-06-08,280.970001
2023-06-09,285.519989
2023-06-12,288.160004
2023-06-13,288.500000
2023-06-14,288.100006
2023-06-15,289.649994
2023-06-16,294.510010
2023-06-20,293.649994
2023-06-21,293.320007
2023-06-22,294.619995
2023-06-23,291.350006
2023-06-26,289.640015
2023-06-27,290.309998
2023-06-28,291.450012
2023-06-29,291.549988
2023-06-30,295.140015
2023-07-03,297.790009
2023-07-05,295.109985
2023-07-06,295.320007
2023-07-07,293.720001
2023-07-10,292.399994
2023-07-11,295.290009
2023-07-12,296.829987
2023-07-13,295.390015
2023-07-14,295.250000
2023-07-17,295.079987
2023-07-18,294.470001
2023-07-19,295.000000
2023-07-20,294.309998
2023-07-21,297.660004
2023-07-24,296.000000
2023-07-25,294.200012
2023-07-26,292.250000
2023-07-27,292.000000
2023-07-28,295.799988
2023-07-31,293.609985
2023-08-01,293.000000
2023-08-02,290.260010
2023-08-03,288.799988
2023-08-04,292.410004
2023-08-07,287.880005
2023-08-08,291.049988
2023-08-09,289.000000
2023-08-10,288.809998
2023-08-11,287.250000
2023-08-14,288.790009
2023-08-15,287.950012
2023-08-16,287.570007
2023-08-17,286.149994
2023-08-18,281.720001
2023-08-21,281.700012
2023-08-22,280.760010
2023-08-23,282.019989
2023-08-24,281.739990
2023-08-25,284.760010
2023-08-28,284.579987
2023-08-29,283.950012
2023-08-30,283.799988
2023-08-31,283.209991
2023-09-01,282.540009
2023-09-05,281.000000
2023-09-06,278.000000
2023-09-07,277.250000
2023-09-08,278.079987
2023-09-11,279.690002
2023-09-12,279.489990
2023-09-13,281.670013
2023-09-14,283.329987
2023-09-15,283.859985
2023-09-18,278.720001
2023-09-19,276.440002
2023-09-20,278.739990
2023-09-21,276.940002
2023-09-22,271.399994
2023-09-25,270.450012
2023-09-26,268.820007
2023-09-27,267.720001
2023-09-28,264.230011
2023-09-29,267.149994
2023-10-02,262.000000
2023-10-03,257.209991
2023-10-04,255.330002
2023-10-05,256.000000
2023-10-06,250.000000
2023-10-09,247.720001
2023-10-10,251.720001
2023-10-11,252.589996
2023-10-12,251.690002
2023-10-13,246.820007
2023-10-16,249.220001
2023-10-17,250.089996
2023-10-18,252.850006
2023-10-19,256.260010
2023-10-20,258.959991
2023-10-23,256.609985
2023-10-24,254.679993
2023-10-25,258.119995
2023-10-26,258.359985
2023-10-27,256.549988
2023-10-30,260.100006
2023-10-31,263.459991
2023-11-01,263.000000
2023-11-02,263.589996
2023-11-03,267.559998
2023-11-06,268.010010
2023-11-07,268.799988
2023-11-08,268.829987
2023-11-09,268.239990
2023-11-10,267.329987
2023-11-13,267.399994
2023-11-14,270.000000
2023-11-15,272.429993
2023-11-16,271.070007
2023-11-17,276.549988
2023-11-20,275.350006
2023-11-21,279.869995
2023-11-22,281.250000
2023-11-24,282.000000
2023-11-27,282.660004
2023-11-28,281.500000
2023-11-29,282.209991
2023-11-30,280.420013
2023-12-01,283.250000
2023-12-04,284.989990
2023-12-05,286.549988
2023-12-06,286.730011
2023-12-07,287.489990
2023-12-08,287.329987
2023-12-11,285.559998
2023-12-12,289.119995
2023-12-13,291.690002
2023-12-14,294.600006
2023-12-15,290.410004
2023-12-18,288.649994
2023-12-19,290.670013
2023-12-20,290.730011
2023-12-21,290.570007
2023-12-22,290.700012
2023-12-26,291.220001
2023-12-27,292.500000
2023-12-28,294.470001
2023-12-29,295.829987
2024-01-02,295.049988
2024-01-03,297.000000
2024-01-04,295.320007
2024-01-05,289.209991
2024-01-08,288.510010
2024-01-09,289.630005
2024-01-10,291.000000
2024-01-11,294.450012
2024-01-12,295.459991
2024-01-16,293.470001
2024-01-17,290.140015
2024-01-18,292.089996
2024-01-19,298.000000
2024-01-22,300.950012
2024-01-23,297.440002
2024-01-24,300.000000
2024-01-25,300.739990
2024-01-26,295.329987
2024-01-29,291.640015
2024-01-30,292.140015
2024-01-31,295.899994
2024-02-01,291.700012
2024-02-02,296.070007
2024-02-05,287.010010
2024-02-06,282.970001
2024-02-07,285.049988
2024-02-08,286.200012
2024-02-09,292.149994
2024-02-12,289.000000
2024-02-13,288.630005
2024-02-14,287.320007
2024-02-15,287.899994
2024-02-16,290.790009
2024-02-20,292.000000
2024-02-21,293.089996
2024-02-22,294.000000
2024-02-23,296.000000
2024-02-26,298.209991
2024-02-27,296.799988
2024-02-28,294.029999
2024-02-29,294.200012
2024-03-01,291.390015
2024-03-04,289.369995
2024-03-05,291.559998
2024-03-06,293.329987
2024-03-07,294.200012
2024-03-08,290.040009
2024-03-11,292.149994
2024-03-12,295.679993
2024-03-13,292.260010
2024-03-14,282.420013
2024-03-15,281.890015
2024-03-18,279.470001
2024-03-19,279.200012
2024-03-20,283.500000
2024-03-21,284.500000
2024-03-22,283.880005
2024-03-25,280.000000
2024-03-26,279.220001
2024-03-27,278.100006
2024-03-28,282.250000
2024-04-01,281.500000
2024-04-02,280.000000
2024-04-03,276.570007
2024-04-04,276.239990
2024-04-05,269.420013
2024-04-08,267.239990
2024-04-09,266.220001
2024-04-10,266.970001
2024-04-11,269.500000
2024-04-12,267.910004
2024-04-15,267.859985
2024-04-16,266.130005
2024-04-17,266.500000
2024-04-18,270.980011
2024-04-19,272.010010
2024-04-22,273.750000
2024-04-23,276.820007
2024-04-24,275.540009
2024-04-25,277.019989
2024-04-26,271.230011
2024-04-29,273.829987
2024-04-30,264.329987
2024-05-01,271.380005
2024-05-02,274.510010
2024-05-03,274.140015
2024-05-06,271.059998
2024-05-07,270.040009
2024-05-08,267.500000
2024-05-09,268.459991
2024-05-10,268.170013
2024-05-13,275.380005
2024-05-14,272.119995
2024-05-15,271.109985
2024-05-16,274.510010
2024-05-17,274.059998
2024-05-20,271.739990
2024-05-21,268.510010
2024-05-22,265.869995
2024-05-23,265.130005
2024-05-24,258.739990
