Date,Open
2023-05-30,397.480011
2023-05-31,391.890015
2023-06-01,397.410004
2023-06-02,402.890015
2023-06-05,400.470001
2023-06-06,405.000000
2023-06-07,410.429993
2023-06-08,399.769989
2023-06-09,424.500000
2023-06-12,418.829987
2023-06-13,430.010010
2023-06-14,434.989990
2023-06-15,444.100006
2023-06-16,446.149994
2023-06-20,430.179993
2023-06-21,432.649994
2023-06-22,422.929993
2023-06-23,418.589996
2023-06-26,422.440002
2023-06-27,417.390015
2023-06-28,423.100006
2023-06-29,434.329987
2023-06-30,431.100006
2023-07-03,439.760010
2023-07-05,444.910004
2023-07-06,440.000000
2023-07-07,438.600006
2023-07-10,438.519989
2023-07-11,438.649994
2023-07-12,444.549988
2023-07-13,447.000000
2023-07-14,452.790009
2023-07-17,445.570007
2023-07-18,451.000000
2023-07-19,476.859985
2023-07-20,447.000000
2023-07-21,437.369995
2023-07-24,425.000000
2023-07-25,427.179993
2023-07-26,424.200012
2023-07-27,426.899994
2023-07-28,415.559998
2023-07-31,426.510010
2023-08-01,437.369995
2023-08-02,435.230011
2023-08-03,427.799988
2023-08-04,433.059998
2023-08-07,436.459991
2023-08-08,440.359985
2023-08-09,439.739990
2023-08-10,431.119995
2023-08-11,428.980011
2023-08-14,421.989990
2023-08-15,424.410004
2023-08-16,423.730011
2023-08-17,415.000000
2023-08-18,399.329987
2023-08-21,402.230011
2023-08-22,409.000000
2023-08-23,418.399994
2023-08-24,425.410004
2023-08-25,412.000000
2023-08-28,418.040009
2023-08-29,416.000000
2023-08-30,430.850006
2023-08-31,431.230011
2023-09-01,437.730011
2023-09-05,438.390015
2023-09-06,448.609985
2023-09-07,441.149994
2023-09-08,443.559998
2023-09-11,443.070007
2023-09-12,442.850006
2023-09-13,435.500000
2023-09-14,410.399994
2023-09-15,401.000000
2023-09-18,395.500000
2023-09-19,392.839996
2023-09-20,397.049988
2023-09-21,386.500000
2023-09-22,385.000000
2023-09-25,382.899994
2023-09-26,382.880005
2023-09-27,382.399994
2023-09-28,375.600006
2023-09-29,380.000000
2023-10-02,377.480011
2023-10-03,377.109985
2023-10-04,376.500000
2023-10-05,378.010010
2023-10-06,368.429993
2023-10-09,378.049988
2023-10-10,385.579987
2023-10-11,372.779999
2023-10-12,366.480011
2023-10-13,355.640015
2023-10-16,356.209991
2023-10-17,361.100006
2023-10-18,351.000000
2023-10-19,404.739990
2023-10-20,405.630005
2023-10-23,403.320007
2023-10-24,409.679993
2023-10-25,416.019989
2023-10-26,411.420013
2023-10-27,406.420013
2023-10-30,402.350006
2023-10-31,409.239990
2023-11-01,414.769989
2023-11-02,421.170013
2023-11-03,428.760010
2023-11-06,434.380005
2023-11-07,436.179993
2023-11-08,435.000000
2023-11-09,438.029999
2023-11-10,437.480011
2023-11-13,447.250000
2023-11-14,448.779999
2023-11-15,452.809998
2023-11-16,463.000000
2023-11-17,466.950012
2023-11-20,465.399994
2023-11-21,472.630005
2023-11-22,476.799988
2023-11-24,477.109985
2023-11-27,479.029999
2023-11-28,478.109985
2023-11-29,479.000000
2023-11-30,475.309998
2023-12-01,473.170013
2023-12-04,460.989990
2023-12-05,450.700012
2023-12-06,460.000000
2023-12-07,450.850006
2023-12-08,450.760010
2023-12-11,459.359985
2023-12-12,465.230011
2023-12-13,461.980011
2023-12-14,480.359985
2023-12-15,467.299988
2023-12-18,476.299988
2023-12-19,488.399994
2023-12-20,492.000000
2023-12-21,492.660004
2023-12-22,494.000000
2023-12-26,489.390015
2023-12-27,491.239990
2023-12-28,492.000000
2023-12-29,490.369995
2024-01-02,483.190002
2024-01-03,467.320007
2024-01-04,472.980011
2024-01-05,476.500000
2024-01-08,473.890015
2024-01-09,475.529999
2024-01-10,481.600006
2024-01-11,492.540009
2024-01-12,500.510010
2024-01-16,490.000000
2024-01-17,484.500000
2024-01-18,480.029999
2024-01-19,484.980011
2024-01-22,487.549988
2024-01-23,492.000000
2024-01-24,537.750000
2024-01-25,551.950012
2024-01-26,561.809998
2024-01-29,571.349976
2024-01-30,567.320007
2024-01-31,562.849976
2024-02-01,567.020020
2024-02-02,564.520020
2024-02-05,562.469971
2024-02-06,564.119995
2024-02-07,558.159973
2024-02-08,560.549988
2024-02-09,565.000000
2024-02-12,560.359985
2024-02-13,550.799988
2024-02-14,567.260010
2024-02-15,581.909973
2024-02-16,596.950012
2024-02-20,580.179993
2024-02-21,573.510010
2024-02-22,582.750000
2024-02-23,586.400024
2024-02-26,583.559998
2024-02-27,595.000000
2024-02-28,595.789978
2024-02-29,604.250000
2024-03-01,599.809998
2024-03-04,621.559998
2024-03-05,610.099976
2024-03-06,602.989990
2024-03-07,599.340027
2024-03-08,608.270020
2024-03-11,608.080017
2024-03-12,600.210022
2024-03-13,613.369995
2024-03-14,615.000000
2024-03-15,622.919983
2024-03-18,613.559998
2024-03-19,615.619995
2024-03-20,619.950012
2024-03-21,630.650024
2024-03-22,624.159973
2024-03-25,627.900024
2024-03-26,625.200012
2024-03-27,629.010010
2024-03-28,614.989990
2024-04-01,608.000000
2024-04-02,611.000000
2024-04-03,612.750000
2024-04-04,633.210022
2024-04-05,624.919983
2024-04-08,636.390015
2024-04-09,631.989990
2024-04-10,610.969971
2024-04-11,624.419983
2024-04-12,628.229980
2024-04-15,630.169983
2024-04-16,607.500000
2024-04-17,620.969971
2024-04-18,612.099976
2024-04-19,567.880005
2024-04-22,550.659973
2024-04-23,556.489990
2024-04-24,574.309998
2024-04-25,549.460022
2024-04-26,558.210022
2024-04-29,559.179993
2024-04-30,560.000000
2024-05-01,547.840027
2024-05-02,556.020020
2024-05-03,566.000000
2024-05-06,581.820007
2024-05-07,596.280029
2024-05-08,601.630005
2024-05-09,614.400024
2024-05-10,619.000000
2024-05-13,614.299988
2024-05-14,615.169983
2024-05-15,618.570007
2024-05-16,615.750000
2024-05-17,617.000000
2024-05-20,620.400024
2024-05-21,636.760010
2024-05-22,647.140015
2024-05-23,642.340027
2024-05-24,639.400024
